term,speech_part,meaning
social,adj.,"mannakicadua, maipapan iti gimong"
society,n.,"gimong, timpuyog"
sock,v.,danugen
socks,n.,medias ti lalaki
soft,adj.,nalucneng
soft,adj.,nalucneng
soften,v.,palucnongen
softly,adv.,"maalumamay, nalag-an, saan a napigsa"
soil,n.,daga
soiled,adj.,marugitan
soldier,n.,soldado
sole,"adj., n.","kinamaymaysa, mucod suelas"
solely,adv.,agmaymaysa
solemn,adj.,"naladingit, nacaay-ay-ay, nagaed"
solicit,v.,"agsapul, dumawat"
solid,adj.,"natangken, sangabukel"
solitary,adj.,agmaymaysa
soluble,adj.,"mailaoc, marunaw"
solve,v.,"palawagen, lawlawagen, ipamuspusan"
some,"adj., pron.",sumagmamano
somebody,n.,maysa a tao
someone,pron.,maysa a tao
something,n.,maysa a banag
sometime,adv.,dadduma a canito
somewhat,adv.,casla
somewhere,adv.,maysa a disso
son,n.,anac a lalaki
son-in-law,n.,manugang a lalaki
song,n.,"canta, cancion"
soon,adj.,"ton (suffix), madamdama"
sore,n.,sugat
sorrow,n.,ladingit
sorrowful,adj.,naladingit
sorry,adj.,"naliday, naladingit"
soul,n.,cararua
soulfully,adj.,iti cararua
sound,adj.,"natalged, nargaan"
sound,n.,"arimecmec, timec"
sound,v.,"tingitingen, pagtimken, ipecsa"
soup,n.,"sopas, digo"
sour,adj.,naalsem
source,n.,"pangrugyan, puon, paggapuan"
south,n.,abagatan
southward,adj.,agpaabagatan
sovereign,n.,"agturay, ari"
sovereignty,n.,panagturay
sow,n.,babai a baboy
sow,v.,"agmula, agpurwac, itukit"
space,n.,"nagbaetan, cawaw"
spacious,adj.,nalawa
spade,n.,pala
spare,v.,saan nga aramaten isalacan
sparingly,adj.,siinut
spark,n.,"rayray, andap, rissic"
sparkle,n.,"babassit a rayray, gilap"
sparkling,adj.,"agan-andap, narayray"
sparrow,n.,kita ti billet
speak,v.,"agsarita, agasao"
speaker,n.,"pangulo ti asamblea, man narita"
spear,n.,sibatin
spearhead,n.,ulo ti espada
special,adj.,"baro, manmano, naisangsangayan"
specialty,n.,paglaingan
spectacle,n.,"buyaen, sarming ti mata"
spectacular,adj.,nacascasdaaw
speech,n.,"discurso, bitla"
speechless,adj.,saan a macapagsarita
speed,n.,"partac, kinapartac"
speed maniac,n.,ti managpardas unay
speedy,adj.,napartac
spell,n.,encanto
spelling,n.,"panagibalicas, iti letra"
spend,v.,agbusbos
spendthrift,adj.,nabarayuboy
sphere,n.,"lubong, sacup"
spherical,adj.,nagbukel
spice,n.,"ricado, paglaoc"
spicy,adj.,naricado
spider,n.,lawwalawwa
spin,n.,abel
spin,v.,agabel
spinning,adj.,agababel
spirit,n.,"cararua, espiritu"
spirited,v.,"nagawan, nayadayo, nagpucaw"
spit,v.,agtupra
spite,"n., v.",panangsemsem
splendor,n.,ngayed
stamp,v.,sello
stand,n.,patacder
stand,v.,tumacder
standard,n.,"wagayway, pagtuladan"
star,n.,bituen
star,v.,immuna iti panagparang
starch,n.,almidor
starchy,adj.,napalet
stare,v.,parrengen
starring,v.,"agpapaay a calaingan, umuna iti pabuya"
starry-eyed,adj.,"casla agtagtagainep, naragsac"
start,n.,"rugi, puon"
start,v.,irugi
startle,v.,"kigtoten, kellaaten"
starve,v.,"agbisin, pabisinan"
starving,adj.,agbisin
state,v.,"isarita, saritaen"
stately,adj.,nadaeng
statement,n.,"sarita, keddeng"
statesman,n.,macaammo iti panangituray
station,n.,"estacion, pagurayan"
stationary,n.,"nacaipasdec, saan nga agcuti"
stationery,n.,pagsuratan a papel
statue,n.,"monumento, bulto"
statuesque,adj.,"nangato, nasayaat"
stay,n.,panagtaeng
stay,v.,agtaeng
ste,n.,fecha
steady,adj.,"sitatacder, awanan iti garaw"
steak,n.,kita ti naluto a carne ti vaca
steal,v.,"agtacaw, tacawen"
stealthily,adv.,siannad a pannagna
steam,n.,"alibung-ubong, alingasaw"
steam,v.,agalibungubong
steamer,n.,kita ti sasacayan wenno vapor
steamship,n.,vapor
steel,n.,"acero, paslep"
steely,adj.,"nasickel, landoc"
steep,adj.,narangkis
steeple,n.,"torre, campanario"
steer,n.,turo a carnero
steer,v.,iturong
steerage,n.,panangiturong paset ti vapor nga asideg iti maquina
stem,n.,ungcay
stenographer,n.,taquigrafo
step,n.,addang
step,v.,"umaddang, papartaken"
sterile,adj.,"awanan iti rugit, lupes"
stern,adj.,"nacacusilap, naalidunget"
sternly,v.,sicucusilap
stew,v.,"igisa, lutuen a mabayag"
stick,n.,cumpet
stick,n.,"palito, bislac"
sticky,adj.,napigket
stiff,adj.,nasickel
stiffness,n.,kinasickel
still,"adj., v.","naulimec, awanan iti cuti"
stillness,n.,kinaulimec
sting,n.,sakit
sting,v.,cagaten ti ayup a cas ti alumpipinig
stinginess,n.,kinaimut
stingy,adj.,nasakit
stir,v.,"kiburen, paglaoken"
stitch,v.,"daiten, sursiran"
stitches,n.,"daiten, sursiran"
stock,n.,pempen
stockings,n.,medias ti babai
stolen,adj.,"tinacaw, linibas"
stomach,n.,"tias, bocsit"
stone,n.,bato
stone,v.,batuen
stonecutter,n.,agburac wenno agsucog iti bato
stony,adj.,"nabato, awanan garaw"
stool,n.,pagtugawan
stool pegion,n.,espia
stoop,v.,agrucob
stooped,adj.,"nagrueob, cubbo"
stop,n.,panagsardeng
stop,v.,pagsardengen
storage,n.,"pagummongan, pagidulinan"
store,n.,paglacuan
store,v.,"agummong, idulia"
storm,n.,bagyo
stormy,adj.,nabagyo
story,n.,"sarita, cadsaaran"
stout,adj.,nalucmeg
stoutness,n.,kinalucmeg
stove,n.,"pugon, dalican, pagapuyan"
stow,v.,"idulin, ilemmeng"
straight,adj.,nalinteg
straight-forward,adj.,nabatad
strain,n.,"gugoran, bennaten"
strain,v.,"pannacagugor, pannacabennat"
strait,n.,nakipet a yan ti danum
strange,adj.,"carcarna, cabarbaro, nacascasdaaw"
strangely,adv.,cabarbaro
stranger,n.,"ganggananaet, saan nga am-ammo"
strap,n.,pagtareppet
strap,v.,ireppet
straw,n.,"nagirican, garami, arutang"
strawberry,n.,lumboy
stray,n.,"panagwayas, sumiasi"
stray,v.,"agayas, sumiasi"
strayed,adj.,simmiasi
stream,n.,"ayus, carayan"
stream,v.,agayus
streaming,v.,agay-ayus
street,n.,"calle, dalan"
strength,n.,pigsa
strengthen,v.,papigsaen
stretch,n.,"bennat, caatiddug"
stretch,v.,"bennaten, yatiddug"
strict,adj.,nainget
strictly,adv.,siinget
stride,n.,addang
stride,v.,umad-addang
strife,n.,"panaglaban, ranget"
strike,v.,"aghuelga, danungen, tuparen"
striking,adj.,nacascasdaaw
string,n.,"cuerdas, sinulid"
strip,n.,ania man a banag nga atiddog ken akikid
strive,v.,"aggaget, agregget"
stroke,n.,"danog, garaw"
stroke,v.,amuyen
strong,adj.,napigsa
strongly,adv.,apipigsa
struggle,n.,"dangadang, panagrigat"
stubborn,adj.,nasukir
student,n.,agad-adal
studies,n.,dagiti adalen
studious,adj.,nagaget nga agadal
study,v.,"agadal, adalen"
stuff,v.,ipempen
stumble,v.,maidaramudom
stumbling,adj.,"agtulatid, maidaramudom"
stump,v.,agbaniaga
stumped,,nakellaat
stumpy,adj.,bassit ken napuscol
stupefied,v.,naiculeng
stupid,adj.,nacuneng
stupidity,n.,kinacuneng
style,n.,"moda, wagas, tabas"
style,v.,"mangipakita iti moda, tabasen"
stylish,adj.,nangayed
subdue,v.,"pasucuen, pagrucbaben"
subject,n.,"adalan, masacup"
subject,v.,"pagrucbaben, paadalen"
subjugation,n.,panangparucma
submission,n.,panagrucbab
submissive,adj.,napacumbaba
submit,v.,"ited, idatag, itden"
substance,n.,"anag, linaon"
substantial,adj.,"naraman, adu"
substitute,n.,"sucat, sulmit, suno"
substitute,v.,"isucat, suctan"
substitution,n.,panagisucat
subtract,v.,"iccatan, kissayan"
subtraction,n.,"panagiccat, panangkissay"
subway,n.,dalan ti tren iti uneg ti daga
success,n.,balligi
suceed,v.,agballigi
such,adj.,cas ti
suck,v.,"susopen, sumusop"
suckling,n.,"subual, tagibi"
sudden,adj.,kellaat
suddenly,adv.,apagcanito
suffer,v.,"itured, sagabaen"
suffering,adj.,"panagotired, panagsagaba"
suffice,v.,"anayen, caaduen"
sufficient,adj.,umdas
sugar,n.,"agsucar, tagapulot"
sugar cane,n.,unas
suggest,v.,isingasing
suggestion,n.,"singasing, wayat"
suit,n.,terno
suit,v.,"ipagalad, ibagay"
suitable,adj.,"maibagay, mainugot"
sullen,adj.,"nasipnget, naalsem, naalidumget"
sultriness,n.,kinapudot
sultry,adj.,napudot
sum,n.,dagup
sum,v.,"pagtitiponen, pagdagupen"
summary,n.,dagup
summer,n.,calgaw
sun,n.,init
sunday,n.,Domingo
sunlight,n.,"silnag ti init, lawag ti init"
sunny,adj.,"nalawag, naragsac"
sunset,n.,ilelennec ti init
sunshine,n.,lawag ti init
sup,v.,mangmalem
supeintendent,n.,"superintendente, mangimaton"
superior,adj.,"nangato ang clase, nasayaat"
superior,n.,"ngatuen, nangato"
superiority,n.,kinangato
supervision,n.,panangiturong
supervision,n.,"supervisor, mangiturong"
supper,n.,canen iti rabil wenno malem
supply,n.,casapulan
supply,v.,iccan
support,n.,"tulong, singit, pangtarabay"
support,v.,"tulongan, taracnen"
suppose,v.,"ipapan, ipagarup"
supremacy,n.,"kinangato, panagturay"
supreme,adj.,cangatuan iti saad
sure,adj.,natalged
surely,adv.,sitatalged
surface,n.,rabaw
surgeon,n.,doctor nga agoperar
surgery,n.,adal ti panagoperar
surgical,adj.,maipapan ti panagoperar
surname,n.,apellido
surprise,n.,siddaaw
surprise,v.,pagsiddaawen
surprising,adj.,nacascasdaaw
surrender,n.,"isusuco, irurucma"
surrender,v.,"sumuco, ited"
surround,v.,"lawlawen, licmuten"
surroundings,n.,"ti aglicmot, ti aglawlaw"
survey,n.,"panangrucod, panagsirpat"
survey,v.,"rucoden, sirpaten"
suspect,n.,maipaparup
suspenders,n.,tirante
sustain,v.,"tulongan, canunongan"
sustenance,n.,"tulong, abuloy"
swallow,n.,"alimunen, tilmonen"
swallow,n.,sallapingaw
swamp,n.,"alog, ubbog"
swampy,adj.,caallogan
swan,n.,cannaway
swan song,n.,maudi a canta
swarm,n.,pangen
swarm,v.,agguummong
sway,n.,"pigsa, dagsen, tignay"
sway,v.,"garawen, itulod, bawingen"
swear,v.,isapata
sweat,n.,ling-et
sweat,v.,aglinget
sweaty,adj.,nalingetan
sweep,n.,caycay
sweep,v.,"agcaycay, agdalus"
sweeping,adj.,naan-anay
sweeten,v.,pasam-iten
sweetly,adv.,sisasam-it
sweetness,n.,kinasam-it
sweets,n.,sinam-it
swell,n.,bussog
swell,v.,"padackelen, bumsog"
swift,adj.,napartac
swiftly,adv.,sipapartac
swim,v.,aglangoy
swing,n.,"indayon, danog"
swing,v.,"itulod, ilili"
switch,n.,ramit a pangtengngel iti corriente ti electricidad
switchman,n.,mangimaton iti ramit a mangtengngel iti corriente ti electricidad
sword,n.,espada
symbol,n.,"tanda, pagilasinan"
symbolic,adj.,"mangipamatmat, nabagas"
symbolize,v.,ipamatmat
sympathy,n.,pannakipagricna
synonym,n.,"capadpada ti caitarusan, catarus"
syntax,n.,panangurnos
syringe,n.,"bassit a tubo nga adda bombana, ringgilla"
system,n.,"pamuspusan, wagas"
systematic,adj.,"nasayud, naurnos"
table,n.,"dalang, lamisaan"
tablet,n.,"tableta, cuaderno"
tack,n.,lansa nga ababa
tactical,adj.,nasicap
tactics,n.,"tactica, sicap"
tail,n.,ipus
tailor,n.,"agdadait, sastre"
take,v.,alaen
tale,n.,sarita
talent,n.,"sirib, cabaelan"
talented,adj.,masireb
talisman,n.,anting-anting
talk,v.,sarita
talkative,adj.,"natagari, managsao"
tall,adj.,"natayag, nawasnang"
tamarind,n.,salamagi
tame,adj.,naamo
tan,adj.,cayumanggi
tank,n.,tanque
tanner,n.,agtabas iti lalat
tap,n.,picpic
tap,v.,"tugtogen, picpiken"
tar,n.,alquetran
tardiness,n.,"pannacaudi, pannacaladaw"
tardy,adj.,"naudi, naladaw"
task,n.,"trabajo, aramid"
taste,n.,raman
taste,v.,ramanan
tasteless,adj.,awanan iti raman
tasty,adj.,"naramn, naimas"
tavern,n.,pagdagusan
tax,n.,buis
tax,v.,pagbuisen
tea,n.,cha
teach,v.,"isuro, adalan"
teacher,n.,"maestro, mangisuro"
teaching,n.,"panangisuro, pannursuro"
team,n.,"timpuyog, sangcacuyog"
tear,n.,"lulua, pigis"
tear,v.,pigisen
tearful,adj.,managlua
tease,n.,"angaw, rabac"
tease,v.,"angawen, rabaken"
tedious,adj.,macacatang
telephone,v.,"telefono, pagayaban"
tell,v.,"saritaen, isalaysay, palawagen"
teller,n.,"empleado ti banco, agipalawag"
telltale,adj.,sarita a sarita
temper,n.,ricna
temper,v.,"tenneben, timbengen"
temperamental,adj.,"managpungtot, managbaliw to ricnana"
temperate,adj.,"natimbeng, calalamganna"
temperature,n.,"pudot ti bagi, casasaad ti tiempo, napudot wenno nalamiis"
tempest,n.,"bagyo, napigsa nga angin"
tempestous,adj.,"naangin, nabagyo"
temple,n.,"simbaan, templo"
tempt,v.,sulisogen
temptation,n.,sulisog
ten,n.,sangapulo
tenant,n.,"casamac, makitalon, dumagus"
tend,v.,"agduyos, tamingen"
tender,"adj., v.","ubing, naganus, nalangto"
tenement,n.,balay a paabangan
tense,adj.,agsardeng
tense,n.,iti tiempo
tent,n.,tolda
tenth,adj.,maica sangapulo
term,n.,"panagsaad, maysa a tiempo, sagudayen ti tulag"
terminate,n.,anay
termination,n.,"pagpatinggaan, ungto"
terrible,adj.,"nacabutbuteng, nacaal-alinget"
territory,n.,"distrito, daga, sacup"
terror,n.,buteng
terse,adj.,"ababa, nabatad"
test,n.,"suot, examen"
test,v.,"padasen, suboken, suoten"
testify,v.,agsacsi
testimony,n.,"sacsi, pammanecnec"
tether,n.,"itali, isab-it, igalut"
text,n.,"linaon, naguneg, anag"
textile,n.,luplupot
than,conj.,ngemti
thank,v.,agyaman
thankful,adj.,managyaman
thankless,adj.,awanan iti panagyaman
thanks,n.,yaman
thanksgiving day,n.,Aldaw ti panagyaman
that,adv.,tapno
that,pron.,"daydiay, dayta"
the,art.,ti
theatre,n.,"pagbuyaan, teatro"
theatrical,adj.,"managpabuya, maipapan iti pagbuyaan"
them,pron.,caducuada
themselves,pron.,cadacuada
then,adj.,"no casta, tapno, idi"
thence,pron.,manipud sadiay
there,adv.,"sadiay, idiay"
thereby,adv.,"agsipud iti daytoy, gapu, iti daytoy"
therefore,adv.,no casta ngarud
thereof,adj.,manipud iti daytoy a banag ditoy
thereupon,adv.,"iti dayto, iti daydiay"
these,pron.,dagitoy
they,pron.,isu da
thick,adj.,napuscol
thief,n.,mannanacaw
thier,pron.,cucuada
thigh,n.,luppo
thimble,n.,dadal
thin,adj.,"nacuttong, naingpis"
thing,n.,banag
think,v.,"agisipen, panunoten"
thinking,adj.,managpanunot
third,adj.,maicatlo
thirst,n.,waw
thirsty,adj.,mawaw
thirteen,n.,sanagapulo ket tallo
thirteenth,adj.,maicasangapulo ket tallo
thirty,n.,tallo pulo
this,pron.,daytoy
thorn,n.,siit
thorny,adj.,nasiit
thorough,adj.,"naananay, nasapasap"
those,pron.,dagidiay
though,adj.,"nupay, uray"
thousand,n.,sangaribu
thread,n.,"sinulid, sag-ot"
threat,n.,pangbutbuteng
threaten,v.,butbutngen
three,n.,tallo
thresh,v.,ireken
threshing machine,n.,maquina a pagiric
thrice,adv.,mamitlo
thrill,n.,ganas
thrilling,adj.,"naganas, macaay-ayo"
thrive,v.,agbiag a nasayaat
throat,n.,carabucob
throne,n.,"trono, tugaw ti ari"
throng,n.,ummong
throng,v.,agummong
through,prep.,manipud iti rugi inggana iti ungto
throw,n.,"purwac, bato"
throw,v.,"ibato, ipuruac"
thrust,n.,"caruscos, duron, durudor"
thrust,v.,"icarasucus, icarsong, idurom"
thumb,n.,tangan
thumb,v.,pislen
thunder,n.,gurruod
thunderous,adj.,"nacabutbuteng, macatitleng cas iti gurruod"
thursday,n.,Jueves
thus,adj.,isut gapuna castoy
thy,pron.,"dayta, am (the latter is a suffix) cucuam"
tick,n.,"uni ti pagorasan, ulmog"
ticket,n.,"billete, ticket"
tickle,v.,"sairen, kikien"
ticklish,adj.,"managuni, macasair, nacaininaca"
tide,n.,panagpangato wenno panagbaba ti danum ti baybay
tie,n.,"corbata, reppet, siglot"
tie,v.,"pungngen, reppetem, igalut"
tiger,n.,tigre
tight,adj.,"nairut, naet-et"
tile,n.,"baldosa, tisa"
till,adv.,inggana
till,v.,"agsucay, sucayen"
tilt,n.,"paginnabacan, salip"
tilt,v.,viray
timber,n.,"troso, dadackel a cayo"
time,n.,"oras, panawen"
timely,adj.,"apagisu, naitiempo"
timid,adj.,mamagbabain
timidity,n.,panagbain
tin,n.,lata
tinsmith,n.,latero
tint,n.,"color, langa, maris"
tiny,adj.,"bassit, bassit unay"
tip,n.,"murdong, pasukib"
tip,v.,ipacaamo
tiptoe,n.,til-ay
tire,n.,goma ti auto
tire,v.,bannogen
tiresome,adj.,macabannog
title,n.,"titulo, nagan, pangawag"
to,prep.,"tapno, iti idiay, ken"
toad,n.,bayyec
toast,n.,"tinuno, kinirog"
toast,v.,"kirogen, ituno"
today,n.,"ita, ita nga adlaw"
toe,n.,ramay ti seca
together,adv.,agcuyog
toilet,n.,casillas
token,n.,"tanda, pacalaglagipan"
tolerate,v.,"baybay-an, palabsen"
toleration,n.,panangbay-a
toll,n.,"bayad, lagip, buis"
toll,v.,"ilagip, bayadan"
tomato,n.,camatis
tomb,n.,tanem
tomorrow,n.,inton bigat
ton,n.,tonelada
tone,n.,"iccatan, timplaen"
tone,n.,"timec, ayug"
tongue,n.,dila
tongue-tide,adj.,"saan a macapagsarita, agtabbed"
tonight,n.,"inton rabii, ita a rabii"
too,adv.,met
tool,n.,"casapulan, aruaten, ramit"
tooth,n.,ngipen
top,n.,"sunay, ngato, rabaw"
top,v.,rimbawan
topic,n.,pagsasaritaan
torch,n.,silaw
torment,n.,"panagrigat, rigat"
torment,v.,parigaten
torture,n.,tuoc
torturous,adj.,natuoc
toss,n.,ginnasanggasat
toss,v.,"ipallangatoc, ipangato"
total,n.,dagup
touch,adj.,"naculbet, nakired"
touch,n.,"calbit, sagid"
toughness,n.,"kinaculbet, kinakired"
touser,n.,"pantalon, sapin"
toward,prep.,agturong idiay
towel,n.,toalla
tower,n.,torre
town,n.,ili
townmate,n.,calian
toy,n.,abalbalay
trace,n.,uged
trace,v.,"ugedan, suroten"
track,n.,dalan
trackless,adj.,awanan iti paligasinan
tract,n.,"daga, bacud ti daga"
trade,n.,"pagsapulan, panaglinnaco"
trade,v.,"aglinnaco, agsinnucat"
trademark,n.,marca
trader,n.,aglaclaco ken aggatang
tradition,n.,"sigud nga ugali, nacairuman"
traditional,adj.,maipapan iti ugali
traffic,n.,panagdaliasat
tragedy,n.,"nacabutbuteng wenno naliday a pasamac, didigra"
tragic,adj.,nacaa-alingget
trail,n.,"desdes, dana"
trail,v.,"suroten, tuntonen"
train,n.,tren
traitor,n.,"traidor, mangliliput"
traitorous,adj.,manangliput
tramp,n.,bayanggudaw
tramp,v.,agbatanggudaw
trample,v.,"payaten, irurumen"
tramsient,n.,ti agyan iti mabiit iti maysa a disso
transfer,n.,"panagalis, yaacar"
transfer,v.,"pumanaw, umalis, pannangted iti sabali"
transferable,adj.,"maipanaw, mayalis"
transition,n.,panagsucat
transitory,adj.,"maipapan iti yaalis, panagbaliw"
translate,v.,yulog iti sabali a pagsasao
translation,n.,"ti panangyulog iti sabali a pagsasao, naipatarus"
transport,n.,pagluganan
transport,v.,yalis
transportation,n.,"sasacayan, transportacion"
trap,n.,"palab-ug, culongan ubong"
trap,v.,"siluan, lacuben"
travel,n.,panagbaniaga
travel,v.,"agbaniaga, agpasiar"
traveler,n.,"viajero, agbaniaga"
traveling,adj.,agbambaniaga
tread,n.,lemma
tread,v.,payaten
treason n.,,"panangliput, traicion"
treasonable,adj.,maipapan iti panangliput
treasure,n.,kinabacnang
treasurer,n.,tesorero
treasury,n.,"agasan, taripatuen"
treatment,n.,"panangagas, panangtaripato"
treaty,n.,tulag
treble,adj.,pamitluen
tree,n.,cayo
trellis,n.,pagcalatcatan
tremble,v.,"agtigerger, agpigerger"
trembling,n.,"panagtigerger, panagpirpir"
trial,n.,"pannacausig, pannacasuot, pannacapadas"
tribe,n.,"tribo, maysa a timpuyog, puli"
tributary,n.,sanga
tribute,n.,"sagut, buis"
trick,n.,"salamangca, sicap"
trick,v.,"allilawen, sicapan"
tricky,adj.,namanangallilaw
trifle,n.,bassit a banag
trifling,adj.,bassit
trim,v.,panangputed arcos
trimming,n.,panangputed arcos
trip,n.,"panaglugan, panagviaje"
triumph,n.,panangabac
triumph,v.,"mangabac, agballigi"
trolley,n.,tramvia
troop,n.,"soldado, buyot"
trot,v.,"agtaray, taltag"
trouble,n.,"paricut, riribuc, riri"
trouble,v.,"riribuken, parigaten"
troublesome,adj.,nariri
truck,n.,trak
truck garden,n.,minuyogan
true,adj.,pudno
truly,adv.,"sipupudno, agpayso"
trumpet,n.,trumpeta
trunk,n.,"puon, lacasa, tampipi"
trust,n.,talec
trust,v.,"talken, italec"
trustworthy,adj.,mapagtalacan
truth,n.,kinapudno
truthful,adj.,napudno
try,v.,padasen
tub,n.,batia
tube,n.,"tubo, pagayusan ti danum"
tuesday,n.,Martes
tug-of-war,n.,ginnuyod
tumble,n.,pannacaitublac
tumor,n.,letteg
tune,n.,"timec, tuno, ayug"
tune,v.,"itunos, itimpla"
tuneful,adj.,"napintas a timec, naayug"
turkey,n.,pavo
turn,n.,"itataliaw, batang, panagsicco, panagsucat"
turn,v.,"agpusipos, agsubli, tumallaw"
turtle,n.,"pag-ong, pawican"
twelfth,adj.,maicasangapulo ket dua
twenty,n.,dua pulo
twice,adv.,mamindua
twig,n.,bassit a sanga
twilight,n.,sumipnget
twin,n.,singin
twine,v.,"iraked, ireppet"
twinkle,n.,"andap, kiray"
twinkling,adj.,"agandap, agkiray"
twist,v.,"tirtiren, sillapiden"
twosome,n.,dinua
type,n.,"kita, clase"
typehoid fever,n.,"tipus, maysa a kita ti sakit nga agtaud iti gurigor"
typewriter,n.,maquinilla
typhoon,n.,"bagyo, napigsa nga angin"
typist,n.,ti agmaquinilla
tyranny,n.,"kinaulpit, kinaranggas"
tyrant,n.,manangirurumen nga agturay
ugly,adj.,"naalas, nalaad"
ulcer,n.,"letteg, busali"
ulcerous,adj.,lumteg
ultimate,adj.,maudi
ultimatum,n.,"maudi, ultimatum"
umpire,n.,"mangeddeng, ucom iti ay-ayam"
unable,adj.,"awanan cabaelan, saan a cabaelan"
unaccustomed,adj.,saan a mairuam
unalloyed,adj.,"puro, awan ti laocna"
unanimous,adj.,panagmaymaysa
unarmed,adj.,awanan igam
unavoidable,adj.,saan a malisian
unaware,adj.,saan a nacasagana
unbending,adj.,"natured, nakidser"
unbind,v.,"warwaran, ruc-atan"
unborn,adj.,di pay nayanac
unbroken,adj.,"saan naputed, saan a nabuong"
uncertain,adj.,"saan a manamnama, pagduaduaan"
unclad,adj.,silalamolamo
uncle,n.,"uliteg, tio"
unclothe,v.,ussoban
uncommon,adj.,"saan a cadawyan, naisangsangayan"
unconcerned,adj .,saan a mairaman
unconcious,n.,"naariweng, awanan ricna wenno puot, napleng"
unconditional,adj.,awan ti saritaan
unconstitutional,adj.,saan mainugot iti pagalagadan
uncork,v.,"iccatan iti tapon, luctan"
uncounted,adj.,saan a naibilang
uncover,v.,"iccaten ti abbong, lucasan"
under,prep.,"siroc, babaen"
undergo,v.,"padalanen, lasaten"
underline,v.,ugedan iti babana
underneath,prep.,"iti siroc, babaen"
undershirt,n.,camiseta
understand,v.,"awaten, tarusan"
undertaker,n.,agay-aywan iti funeraria
underwent,v.,napadasan
underwriter,n.,agente ti seguro
undress,v.,agussob ussoban
undulation,n.,"panagallon, garaw"
uneasy,adj.,saan a nactalna
uneven,adj.,"turturod, tibbatibbacol, saan a napatad"
unexpected,adj.,"saan nga impagarup, saan a ninamnama"
unfaithful,adj.,"saan a pudno, nagulib"
unfit,adj.,saan a rumbeng
unfold,v.,ucraden
unforgettable,adj.,saan a malipatan
unfortunate,adj.,"dacsanggasat, awanan gasat"
unfounded,adj.,"saan a pudno, natiri"
unfriendly,adj.,"mannakiapa, naatap"
unfurnished,adj.,saan a naiccan
unhand,v.,ibbatan
unhappy,v.,"saan a naragsac, nalinday"
unhealthy,adj.,masacsakit
uniform,adj.,agpada
union,n.,"panagmaymaysa, gimong, panagtipon"
unique,adj.,"awan ti capadana, carcarna"
unite,v.,"panagmamaysa, pagtiponen"
united states,n.,Estados Unidos
universal,adj.,"maipapan iti law-ang, sangalubongan"
universe,n.,law-ang
university,n.,universidad
unjust,adj.,saan a rumbeng
unkempt,adj.,"nabaybay-an, nacuso"
unkind,adj.,"awanan asi, naulpit, naranggas"
unknown,adj.,saan nga am-ammo
unlawful,adj.,maicaniwas iti linteg
unless,prep.,malacsid
unlettered,adj.,"awanan adal, nengneng"
unlike,adj.,"saan nga agpada, aggidiat"
unload,v.,"idissaag, iccaten"
unlucky,adj.,"awanan gasat, dacsanggasat"
unnecessary,adj.,saan a casapulan
unpalatable,adj.,"saan mabalin a taraon, saan a naimas"
unqualified,adj.,saan a tumutop
unquestionable,adj.,"saan a matawaran, saan a pagduaduaan"
unreasonable,adj.,"awanan rason, saan a nalinteg"
unrest,n.,"riribuc, saan a panagtalna"
unripe,adj.,nasta
unruffled,adj.,"saan naurnos, nawara"
unruly,adj.,"nagulo, naaliwegweg"
unsafe,adj.,napeggad
unseen,adj.,saan a nakitkita
unsophisticated,adj.,saan a natangig
unsteady,adj.,"saan nasimpa, saan a natalged"
unthinking,adj.,saan nga agpanunot
untie,v.,"warwaran, ucasan"
until,conj.,inggana
untimely,adj.,saan a naitumpong iti rumbeng a panawen
unto,adv.,"inggana, iti"
unture,adj.,"saan a pudno, ulbod"
unusual,adj.,"manmano, carcarna"
unwilling,adj.,"nasukir, agkedked"
unworthy,adj.,saan a maicari
unwrap,v.,iccaten ti bungon
up,prep.,iti ngato
upbraid,v.,ungtan
upheld,v.,kinanunongan
uplift,v.,ingato
upon,adj.,"iti rabaw, rabaw"
upper,adj.,"ngatuen, akinngato"
upright,adj.,"nagtacder, natan-oc"
uprising,n.,yaalsa
uproar,n.,"kinaringgor, ririboc"
upshot,n.,nagbanagan
upstairs,n.,"diay balay, ngatuen ti agda"
upward,adv.,agpangato
urge,v.,"piliten, guyogoyen"
urgent,adj.,"naganat, nasken"
urging,n.,"panangguyogoy, panangayayo"
urine,n.,isbu
us,pron.,tayo
use,n.,panagramat
use,v.,aramatan
usher,n.,"babaonen, agbanbantay ti ridaw"
usual,adj.,"agdama, sigsigud"
usually,adv.,"caadduan, masansan"
usurer,n.,osurero
usurp,v.,alaen wento tagicuaen babaen ti pigsa
utility,n.,casapulan
utmost,adj.,"cangatuan, amin a cabaelan"
utter,v.,"isarita, isao"
utterance,n.,"sinarita, palawag"
utterly,adv.,sianay
vacancy,n.,caawan ti nagyan
vacant,adj.,"awang, vacante, cawaw"
vacation,n.,"vacacion, panaginana, panagpaliwa"
vaccinate,v.,"bacunaan, agbacuna"
vaccination,n.,"bacuna, agbacuna"
vain,adj.,"natangig, napasin dayag, eppes"
vale,n.,nababa a paset ti daga
valid,adj.,"mabalin, cas mayan natop"
valise,n.,maleta
valley,n.,napatad a daga
value,n.,"pateg, ngina"
valve,n.,barbula
vanish,v.,"agawan, agpucaw"
vanity,n.,kinalabes
vanquish,v.,"abaken, maabac"
variable,adj.,"agsucat, agbaliw"
varied,adj.,nadumaduma
variety,n.,adu a kita
